#WV	FL
0.126	8.8177E-01
0.127	8.7998E-01
0.128	8.7819E-01
0.129	8.7638E-01
0.13	8.7457E-01
0.131	8.7274E-01
0.132	8.7090E-01
0.133	8.6906E-01
0.134	8.6720E-01
0.135	8.6533E-01
0.136	8.6345E-01
0.137	8.6156E-01
0.138	8.5966E-01
0.139	8.5775E-01
0.14	8.5583E-01
0.141	8.5390E-01
0.142	8.5196E-01
0.143	8.5001E-01
0.144	8.4805E-01
0.145	8.4608E-01
0.146	8.4410E-01
0.147	8.4211E-01
0.148	8.4012E-01
0.149	8.3811E-01
0.15	8.3609E-01
0.151	8.3406E-01
0.152	8.3203E-01
0.153	8.2998E-01
0.154	8.2793E-01
0.155	8.2587E-01
0.156	8.2379E-01
0.157	8.2171E-01
0.158	8.1962E-01
0.159	8.1753E-01
0.16	8.1542E-01
0.161	8.1330E-01
0.162	8.1118E-01
0.163	8.0905E-01
0.164	8.0691E-01
0.165	8.0476E-01
0.166	8.0260E-01
0.167	8.0044E-01
0.168	7.9826E-01
0.169	7.9608E-01
0.17	7.9389E-01
0.171	7.9170E-01
0.172	7.8949E-01
0.173	7.8728E-01
0.174	7.8506E-01
0.175	7.8284E-01
0.176	7.8060E-01
0.177	7.7836E-01
0.178	7.7611E-01
0.179	7.7386E-01
0.18	7.7160E-01
0.181	7.6933E-01
0.182	7.6705E-01
0.183	7.6477E-01
0.184	7.6248E-01
0.185	7.6018E-01
0.186	7.5788E-01
0.187	7.5557E-01
0.188	7.5325E-01
0.189	7.5093E-01
0.19	7.4860E-01
0.191	7.4627E-01
0.192	7.4393E-01
0.193	7.4159E-01
0.194	7.3923E-01
0.195	7.3688E-01
0.196	7.3451E-01
0.197	7.3214E-01
0.198	7.2977E-01
0.199	7.2739E-01
0.2	7.2500E-01
0.201	7.2261E-01
0.202	7.2022E-01
0.203	7.1782E-01
0.204	7.1541E-01
0.205	7.1300E-01
0.206	7.1059E-01
0.207	7.0817E-01
0.208	7.0574E-01
0.209	7.0331E-01
0.21	7.0088E-01
0.211	6.9844E-01
0.212	6.9600E-01
0.213	6.9355E-01
0.214	6.9110E-01
0.215	6.8865E-01
0.216	6.8619E-01
0.217	6.8372E-01
0.218	6.8126E-01
0.219	6.7879E-01
0.22	6.7631E-01
0.221	6.7384E-01
0.222	6.7135E-01
0.223	6.6887E-01
0.224	6.6638E-01
0.225	6.6389E-01
0.226	6.6140E-01
0.227	6.5890E-01
0.228	6.5640E-01
0.229	6.5390E-01
0.23	6.5139E-01
0.231	6.4888E-01
0.232	6.4637E-01
0.233	6.4386E-01
0.234	6.4134E-01
0.235	6.3882E-01
0.236	6.3630E-01
0.237	6.3378E-01
0.238	6.3125E-01
0.239	6.2872E-01
0.24	6.2620E-01
0.241	6.2366E-01
0.242	6.2113E-01
0.243	6.1860E-01
0.244	6.1606E-01
0.245	6.1352E-01
0.246	6.1098E-01
0.247	6.0844E-01
0.248	6.0590E-01
0.249	6.0336E-01
0.25	6.0081E-01
0.251	5.9827E-01
0.252	5.9572E-01
0.253	5.9317E-01
0.254	5.9062E-01
0.255	5.8808E-01
0.256	5.8553E-01
0.257	5.8298E-01
0.258	5.8042E-01
0.259	5.7787E-01
0.26	5.7532E-01
0.261	5.7277E-01
0.262	5.7022E-01
0.263	5.6767E-01
0.264	5.6511E-01
0.265	5.6256E-01
0.266	5.6001E-01
0.267	5.5746E-01
0.268	5.5491E-01
0.269	5.5236E-01
0.27	5.4981E-01
0.271	5.4726E-01
0.272	5.4471E-01
0.273	5.4216E-01
0.274	5.3961E-01
0.275	5.3706E-01
0.276	5.3452E-01
0.277	5.3197E-01
0.278	5.2943E-01
0.279	5.2689E-01
0.28	5.2435E-01
0.281	5.2180E-01
0.282	5.1927E-01
0.283	5.1673E-01
0.284	5.1419E-01
0.285	5.1166E-01
0.286	5.0913E-01
0.287	5.0659E-01
0.288	5.0407E-01
0.289	5.0154E-01
0.29	4.9901E-01
0.291	4.9649E-01
0.292	4.9397E-01
0.293	4.9145E-01
0.294	4.8893E-01
0.295	4.8642E-01
0.296	4.8391E-01
0.297	4.8140E-01
0.298	4.7889E-01
0.299	4.7639E-01
0.3	4.7388E-01
0.301	4.7139E-01
0.302	4.6889E-01
0.303	4.6640E-01
0.304	4.6391E-01
0.305	4.6142E-01
0.306	4.5893E-01
0.307	4.5645E-01
0.308	4.5398E-01
0.309	4.5150E-01
0.31	4.4903E-01
0.311	4.4656E-01
0.312	4.4410E-01
0.313	4.4164E-01
0.314	4.3918E-01
0.315	4.3673E-01
0.316	4.3428E-01
0.317	4.3183E-01
0.318	4.2939E-01
0.319	4.2695E-01
0.32	4.2452E-01
0.321	4.2209E-01
0.322	4.1966E-01
0.323	4.1724E-01
0.324	4.1482E-01
0.325	4.1241E-01
0.326	4.1000E-01
0.327	4.0760E-01
0.328	4.0520E-01
0.329	4.0280E-01
0.33	4.0041E-01
0.331	3.9803E-01
0.332	3.9564E-01
0.333	3.9327E-01
0.334	3.9090E-01
0.335	3.8853E-01
0.336	3.8617E-01
0.337	3.8381E-01
0.338	3.8146E-01
0.339	3.7911E-01
0.34	3.7677E-01
0.341	3.7444E-01
0.342	3.7211E-01
0.343	3.6978E-01
0.344	3.6746E-01
0.345	3.6514E-01
0.346	3.6284E-01
0.347	3.6053E-01
0.348	3.5823E-01
0.349	3.5594E-01
0.35	3.5365E-01
0.351	3.5137E-01
0.352	3.4910E-01
0.353	3.4683E-01
0.354	3.4457E-01
0.355	3.4231E-01
0.356	3.4006E-01
0.357	3.3781E-01
0.358	3.3557E-01
0.359	3.3334E-01
0.36	3.3111E-01
0.361	3.2889E-01
0.362	3.2668E-01
0.363	3.2447E-01
0.364	3.2227E-01
0.365	3.2007E-01
0.366	3.1788E-01
0.367	3.1570E-01
0.368	3.1352E-01
0.369	3.1135E-01
0.37	3.0919E-01
0.371	3.0704E-01
0.372	3.0489E-01
0.373	3.0274E-01
0.374	3.0061E-01
0.375	2.9848E-01
0.376	2.9636E-01
0.377	2.9424E-01
0.378	2.9213E-01
0.379	2.9003E-01
0.38	2.8794E-01
0.381	2.8585E-01
0.382	2.8377E-01
0.383	2.8169E-01
0.384	2.7963E-01
0.385	2.7757E-01
0.386	2.7552E-01
0.387	2.7347E-01
0.388	2.7144E-01
0.389	2.6941E-01
0.39	2.6738E-01
0.391	2.6537E-01
0.392	2.6336E-01
0.393	2.6136E-01
0.394	2.5937E-01
0.395	2.5738E-01
0.396	2.5541E-01
0.397	2.5344E-01
0.398	2.5147E-01
0.399	2.4952E-01
0.4	2.4757E-01
0.401	2.4563E-01
0.402	2.4370E-01
0.403	2.4177E-01
0.404	2.3986E-01
0.405	2.3795E-01
0.406	2.3605E-01
0.407	2.3416E-01
0.408	2.3227E-01
0.409	2.3039E-01
0.41	2.2852E-01
0.411	2.2666E-01
0.412	2.2481E-01
0.413	2.2296E-01
0.414	2.2112E-01
0.415	2.1930E-01
0.416	2.1747E-01
0.417	2.1566E-01
0.418	2.1385E-01
0.419	2.1206E-01
0.42	2.1027E-01
0.421	2.0849E-01
0.422	2.0671E-01
0.423	2.0495E-01
0.424	2.0319E-01
0.425	2.0144E-01
0.426	1.9970E-01
0.427	1.9797E-01
0.428	1.9625E-01
0.429	1.9453E-01
0.43	1.9282E-01
0.431	1.9112E-01
0.432	1.8943E-01
0.433	1.8775E-01
0.434	1.8608E-01
0.435	1.8441E-01
0.436	1.8275E-01
0.437	1.8110E-01
0.438	1.7946E-01
0.439	1.7783E-01
0.44	1.7621E-01
0.441	1.7459E-01
0.442	1.7298E-01
0.443	1.7138E-01
0.444	1.6979E-01
0.445	1.6821E-01
0.446	1.6664E-01
0.447	1.6507E-01
0.448	1.6351E-01
0.449	1.6196E-01
0.45	1.6042E-01
0.451	1.5889E-01
0.452	1.5737E-01
0.453	1.5585E-01
0.454	1.5435E-01
0.455	1.5285E-01
0.456	1.5136E-01
0.457	1.4988E-01
0.458	1.4841E-01
0.459	1.4694E-01
0.46	1.4549E-01
0.461	1.4404E-01
0.462	1.4260E-01
0.463	1.4117E-01
0.464	1.3975E-01
0.465	1.3834E-01
0.466	1.3693E-01
0.467	1.3553E-01
0.468	1.3415E-01
0.469	1.3277E-01
0.47	1.3140E-01
0.471	1.3003E-01
0.472	1.2868E-01
0.473	1.2733E-01
0.474	1.2599E-01
0.475	1.2467E-01
0.476	1.2335E-01
0.477	1.2203E-01
0.478	1.2073E-01
0.479	1.1943E-01
0.48	1.1815E-01
0.481	1.1687E-01
0.482	1.1560E-01
0.483	1.1434E-01
0.484	1.1308E-01
0.485	1.1184E-01
0.486	1.1060E-01
0.487	1.0937E-01
0.488	1.0815E-01
0.489	1.0694E-01
0.49	1.0573E-01
0.491	1.0454E-01
0.492	1.0335E-01
0.493	1.0217E-01
0.494	1.0100E-01
0.495	9.9840E-02
0.496	9.8685E-02
0.497	9.7539E-02
0.498	9.6401E-02
0.499	9.5272E-02
0.5	9.4150E-02
0.501	9.3037E-02
0.502	9.1931E-02
0.503	9.0834E-02
0.504	8.9745E-02
0.505	8.8664E-02
0.506	8.7591E-02
0.507	8.6526E-02
0.508	8.5469E-02
0.509	8.4420E-02
0.51	8.3379E-02
0.511	8.2346E-02
0.512	8.1321E-02
0.513	8.0304E-02
0.514	7.9295E-02
0.515	7.8293E-02
0.516	7.7300E-02
0.517	7.6315E-02
0.518	7.5337E-02
0.519	7.4367E-02
0.52	7.3405E-02
0.521	7.2451E-02
0.522	7.1504E-02
0.523	7.0565E-02
0.524	6.9634E-02
0.525	6.8711E-02
0.526	6.7795E-02
0.527	6.6887E-02
0.528	6.5986E-02
0.529	6.5093E-02
0.53	6.4208E-02
0.531	6.3330E-02
0.532	6.2460E-02
0.533	6.1597E-02
0.534	6.0741E-02
0.535	5.9894E-02
0.536	5.9053E-02
0.537	5.8220E-02
0.538	5.7394E-02
0.539	5.6576E-02
0.54	5.5765E-02
0.541	5.4961E-02
0.542	5.4165E-02
0.543	5.3375E-02
0.544	5.2593E-02
0.545	5.1819E-02
0.546	5.1051E-02
0.547	5.0290E-02
0.548	4.9537E-02
0.549	4.8791E-02
0.55	4.8051E-02
0.551	4.7319E-02
0.552	4.6594E-02
0.553	4.5875E-02
0.554	4.5164E-02
0.555	4.4459E-02
0.556	4.3762E-02
0.557	4.3071E-02
0.558	4.2387E-02
0.559	4.1710E-02
0.56	4.1039E-02
0.561	4.0376E-02
0.562	3.9719E-02
0.563	3.9068E-02
0.564	3.8424E-02
0.565	3.7787E-02
0.566	3.7157E-02
0.567	3.6533E-02
0.568	3.5915E-02
0.569	3.5304E-02
0.57	3.4700E-02
0.571	3.4101E-02
0.572	3.3510E-02
0.573	3.2924E-02
0.574	3.2345E-02
0.575	3.1772E-02
0.576	3.1205E-02
0.577	3.0645E-02
0.578	3.0091E-02
0.579	2.9543E-02
0.58	2.9001E-02
0.581	2.8465E-02
0.582	2.7935E-02
0.583	2.7411E-02
0.584	2.6894E-02
0.585	2.6382E-02
0.586	2.5876E-02
0.587	2.5376E-02
0.588	2.4881E-02
0.589	2.4393E-02
0.59	2.3910E-02
0.591	2.3434E-02
0.592	2.2963E-02
0.593	2.2497E-02
0.594	2.2037E-02
0.595	2.1583E-02
0.596	2.1134E-02
0.597	2.0691E-02
0.598	2.0254E-02
0.599	1.9822E-02
0.6	1.9395E-02
0.601	1.8974E-02
0.602	1.8558E-02
0.603	1.8147E-02
0.604	1.7742E-02
0.605	1.7342E-02
0.606	1.6947E-02
0.607	1.6557E-02
0.608	1.6173E-02
0.609	1.5794E-02
0.61	1.5419E-02
0.611	1.5050E-02
0.612	1.4686E-02
0.613	1.4327E-02
0.614	1.3973E-02
0.615	1.3623E-02
0.616	1.3279E-02
0.617	1.2939E-02
0.618	1.2604E-02
0.619	1.2274E-02
0.62	1.1949E-02
0.621	1.1628E-02
0.622	1.1312E-02
0.623	1.1001E-02
0.624	1.0694E-02
0.625	1.0392E-02
0.626	1.0094E-02
0.627	9.8008E-03
0.628	9.5120E-03
0.629	9.2276E-03
0.63	8.9476E-03
0.631	8.6719E-03
0.632	8.4005E-03
0.633	8.1334E-03
0.634	7.8706E-03
0.635	7.6119E-03
0.636	7.3574E-03
0.637	7.1070E-03
0.638	6.8607E-03
0.639	6.6184E-03
0.64	6.3802E-03
0.641	6.1459E-03
0.642	5.9156E-03
0.643	5.6892E-03
0.644	5.4667E-03
0.645	5.2481E-03
0.646	5.0332E-03
0.647	4.8221E-03
0.648	4.6148E-03
0.649	4.4111E-03
0.65	4.2112E-03
0.651	4.0148E-03
0.652	3.8221E-03
0.653	3.6329E-03
0.654	3.4473E-03
0.655	3.2651E-03
0.656	3.0864E-03
0.657	2.9112E-03
0.658	2.7393E-03
0.659	2.5708E-03
0.66	2.4056E-03
0.661	2.2437E-03
0.662	2.0850E-03
0.663	1.9296E-03
0.664	1.7774E-03
0.665	1.6283E-03
0.666	1.4823E-03
0.667	1.3395E-03
0.668	1.1996E-03
0.669	1.0628E-03
0.67	9.2902E-04
0.671	7.9816E-04
0.672	6.7023E-04
0.673	5.4518E-04
0.674	4.2299E-04
0.675	3.0362E-04
0.676	1.8704E-04
0.677	7.3220E-05
0.678	-3.7870E-05
0.679	-1.4627E-04
0.68	-2.5201E-04
0.681	-3.5512E-04
0.682	-4.5564E-04
0.683	-5.5358E-04
0.684	-6.4900E-04
0.685	-7.4191E-04
0.686	-8.3235E-04
0.687	-9.2035E-04
0.688	-1.0059E-03
0.689	-1.0892E-03
0.69	-1.1700E-03
0.691	-1.2486E-03
0.692	-1.3248E-03
0.693	-1.3989E-03
0.694	-1.4706E-03
0.695	-1.5402E-03
0.696	-1.6077E-03
0.697	-1.6730E-03
0.698	-1.7361E-03
0.699	-1.7973E-03
0.7	-1.8563E-03
0.701	-1.9134E-03
0.702	-1.9684E-03
0.703	-2.0216E-03
0.704	-2.0727E-03
0.705	-2.1220E-03
0.706	-2.1694E-03
0.707	-2.2150E-03
0.708	-2.2587E-03
0.709	-2.3007E-03
0.71	-2.3409E-03
0.711	-2.3793E-03
0.712	-2.4161E-03
0.713	-2.4512E-03
0.714	-2.4846E-03
0.715	-2.5164E-03
0.716	-2.5467E-03
0.717	-2.5753E-03
0.718	-2.6024E-03
0.719	-2.6280E-03
0.72	-2.6521E-03
0.721	-2.6748E-03
0.722	-2.6960E-03
0.723	-2.7158E-03
0.724	-2.7342E-03
0.725	-2.7512E-03
0.726	-2.7669E-03
0.727	-2.7814E-03
0.728	-2.7945E-03
0.729	-2.8063E-03
0.73	-2.8170E-03
0.731	-2.8264E-03
0.732	-2.8346E-03
0.733	-2.8417E-03
0.734	-2.8476E-03
0.735	-2.8524E-03
0.736	-2.8561E-03
0.737	-2.8588E-03
0.738	-2.8604E-03
0.739	-2.8610E-03
0.74	-2.8605E-03
0.741	-2.8592E-03
0.742	-2.8568E-03
0.743	-2.8535E-03
0.744	-2.8493E-03
0.745	-2.8442E-03
0.746	-2.8383E-03
0.747	-2.8315E-03
0.748	-2.8239E-03
0.749	-2.8155E-03
0.75	-2.8063E-03
0.751	-2.7963E-03
0.752	-2.7856E-03
0.753	-2.7742E-03
0.754	-2.7620E-03
0.755	-2.7492E-03
0.756	-2.7358E-03
0.757	-2.7217E-03
0.758	-2.7069E-03
0.759	-2.6916E-03
0.76	-2.6757E-03
0.761	-2.6592E-03
0.762	-2.6422E-03
0.763	-2.6246E-03
0.764	-2.6065E-03
0.765	-2.5880E-03
0.766	-2.5689E-03
0.767	-2.5495E-03
0.768	-2.5295E-03
0.769	-2.5092E-03
0.77	-2.4884E-03
0.771	-2.4673E-03
0.772	-2.4458E-03
0.773	-2.4239E-03
0.774	-2.4017E-03
0.775	-2.3792E-03
0.776	-2.3564E-03
0.777	-2.3332E-03
0.778	-2.3099E-03
0.779	-2.2862E-03
0.78	-2.2623E-03
0.781	-2.2382E-03
0.782	-2.2138E-03
0.783	-2.1893E-03
0.784	-2.1646E-03
0.785	-2.1397E-03
0.786	-2.1146E-03
0.787	-2.0894E-03
0.788	-2.0641E-03
0.789	-2.0387E-03
0.79	-2.0131E-03
0.791	-1.9875E-03
0.792	-1.9618E-03
0.793	-1.9360E-03
0.794	-1.9102E-03
0.795	-1.8844E-03
0.796	-1.8585E-03
0.797	-1.8326E-03
0.798	-1.8067E-03
0.799	-1.7808E-03
0.8	-1.7549E-03
0.801	-1.7291E-03
0.802	-1.7033E-03
0.803	-1.6775E-03
0.804	-1.6519E-03
0.805	-1.6262E-03
0.806	-1.6007E-03
0.807	-1.5753E-03
0.808	-1.5500E-03
0.809	-1.5248E-03
0.81	-1.4997E-03
0.811	-1.4748E-03
0.812	-1.4500E-03
0.813	-1.4253E-03
0.814	-1.4008E-03
0.815	-1.3765E-03
0.816	-1.3524E-03
0.817	-1.3284E-03
0.818	-1.3046E-03
0.819	-1.2811E-03
0.82	-1.2578E-03
0.821	-1.2346E-03
0.822	-1.2117E-03
0.823	-1.1891E-03
0.824	-1.1666E-03
0.825	-1.1445E-03
0.826	-1.1226E-03
0.827	-1.1009E-03
0.828	-1.0795E-03
0.829	-1.0584E-03
0.83	-1.0376E-03
0.831	-1.0170E-03
0.832	-9.9675E-04
0.833	-9.7680E-04
0.834	-9.5715E-04
0.835	-9.3780E-04
0.836	-9.1877E-04
0.837	-9.0006E-04
0.838	-8.8168E-04
0.839	-8.6363E-04
0.84	-8.4590E-04
0.841	-8.2852E-04
0.842	-8.1148E-04
0.843	-7.9479E-04
0.844	-7.7844E-04
0.845	-7.6246E-04
0.846	-7.4683E-04
0.847	-7.3156E-04
0.848	-7.1666E-04
0.849	-7.0212E-04
0.85	-6.8796E-04
0.851	-6.7417E-04
0.852	-6.6076E-04
0.853	-6.4773E-04
0.854	-6.3509E-04
0.855	-6.2282E-04
0.856	-6.1095E-04
0.857	-5.9946E-04
0.858	-5.8837E-04
0.859	-5.7767E-04
0.86	-5.6736E-04
0.861	-5.5746E-04
0.862	-5.4795E-04
0.863	-5.3883E-04
0.864	-5.3012E-04
0.865	-5.2182E-04
0.866	-5.1391E-04
0.867	-5.0641E-04
0.868	-4.9931E-04
0.869	-4.9262E-04
0.87	-4.8633E-04
0.871	-4.8045E-04
0.872	-4.7497E-04
0.873	-4.6990E-04
0.874	-4.6524E-04
0.875	-4.6098E-04
0.876	-4.5713E-04
0.877	-4.5368E-04
0.878	-4.5064E-04
0.879	-4.4800E-04
0.88	-4.4576E-04
0.881	-4.4393E-04
0.882	-4.4250E-04
0.883	-4.4147E-04
0.884	-4.4083E-04
0.885	-4.4060E-04
0.886	-4.4076E-04
0.887	-4.4132E-04
0.888	-4.4227E-04
0.889	-4.4362E-04
0.89	-4.4535E-04
0.891	-4.4748E-04
0.892	-4.4999E-04
0.893	-4.5288E-04
0.894	-4.5616E-04
0.895	-4.5982E-04
0.896	-4.6386E-04
0.897	-4.6827E-04
0.898	-4.7305E-04
0.899	-4.7821E-04
0.9	-4.8373E-04
0.901	-4.8962E-04
0.902	-4.9587E-04
0.903	-5.0249E-04
0.904	-5.0945E-04
0.905	-5.1677E-04
0.906	-5.2444E-04
0.907	-5.3246E-04
0.908	-5.4083E-04
0.909	-5.4953E-04
0.91	-5.5857E-04
0.911	-5.6794E-04
0.912	-5.7764E-04
0.913	-5.8767E-04
0.914	-5.9803E-04
0.915	-6.0870E-04
0.916	-6.1968E-04
0.917	-6.3098E-04
0.918	-6.4258E-04
0.919	-6.5449E-04
0.92	-6.6670E-04
0.921	-6.7920E-04
0.922	-6.9199E-04
0.923	-7.0507E-04
0.924	-7.1843E-04
0.925	-7.3207E-04
0.926	-7.4598E-04
0.927	-7.6016E-04
0.928	-7.7461E-04
0.929	-7.8931E-04
0.93	-8.0427E-04
0.931	-8.1948E-04
0.932	-8.3494E-04
0.933	-8.5063E-04
0.934	-8.6657E-04
0.935	-8.8273E-04
0.936	-8.9912E-04
0.937	-9.1574E-04
0.938	-9.3257E-04
0.939	-9.4961E-04
0.94	-9.6686E-04
0.941	-9.8431E-04
0.942	-1.0020E-03
0.943	-1.0198E-03
0.944	-1.0378E-03
0.945	-1.0560E-03
0.946	-1.0744E-03
0.947	-1.0930E-03
0.948	-1.1117E-03
0.949	-1.1306E-03
0.95	-1.1496E-03
0.951	-1.1688E-03
0.952	-1.1881E-03
0.953	-1.2076E-03
0.954	-1.2272E-03
0.955	-1.2469E-03
0.956	-1.2667E-03
0.957	-1.2867E-03
0.958	-1.3068E-03
0.959	-1.3270E-03
0.96	-1.3473E-03
0.961	-1.3676E-03
0.962	-1.3881E-03
0.963	-1.4087E-03
0.964	-1.4293E-03
0.965	-1.4500E-03
0.966	-1.4708E-03
0.967	-1.4916E-03
0.968	-1.5125E-03
0.969	-1.5335E-03
0.97	-1.5545E-03
0.971	-1.5755E-03
0.972	-1.5966E-03
0.973	-1.6177E-03
0.974	-1.6388E-03
0.975	-1.6599E-03
0.976	-1.6811E-03
0.977	-1.7023E-03
0.978	-1.7234E-03
0.979	-1.7446E-03
0.98	-1.7658E-03
0.981	-1.7869E-03
0.982	-1.8080E-03
0.983	-1.8291E-03
0.984	-1.8502E-03
0.985	-1.8712E-03
0.986	-1.8922E-03
0.987	-1.9131E-03
0.988	-1.9340E-03
0.989	-1.9548E-03
0.99	-1.9756E-03
0.991	-1.9963E-03
0.992	-2.0169E-03
0.993	-2.0375E-03
0.994	-2.0580E-03
0.995	-2.0783E-03
0.996	-2.0986E-03
0.997	-2.1188E-03
0.998	-2.1389E-03
0.999	-2.1589E-03
1	-2.1787E-03
1.001	-2.1984E-03
1.002	-2.2181E-03
1.003	-2.2375E-03
1.004	-2.2569E-03
1.005	-2.2761E-03
1.006	-2.2952E-03
1.007	-2.3141E-03
1.008	-2.3329E-03
1.009	-2.3515E-03
1.01	-2.3699E-03
1.011	-2.3882E-03
1.012	-2.4063E-03
1.013	-2.4242E-03
1.014	-2.4419E-03
1.015	-2.4595E-03
1.016	-2.4769E-03
1.017	-2.4940E-03
1.018	-2.5110E-03
1.019	-2.5278E-03
1.02	-2.5443E-03
1.021	-2.5607E-03
1.022	-2.5768E-03
1.023	-2.5927E-03
1.024	-2.6084E-03
1.025	-2.6239E-03
1.026	-2.6391E-03
1.027	-2.6541E-03
1.028	-2.6688E-03
1.029	-2.6833E-03
1.03	-2.6975E-03
1.031	-2.7115E-03
1.032	-2.7253E-03
1.033	-2.7388E-03
1.034	-2.7520E-03
1.035	-2.7649E-03
1.036	-2.7776E-03
1.037	-2.7900E-03
1.038	-2.8021E-03
1.039	-2.8139E-03
1.04	-2.8255E-03
1.041	-2.8368E-03
1.042	-2.8477E-03
1.043	-2.8584E-03
1.044	-2.8688E-03
1.045	-2.8789E-03
1.046	-2.8886E-03
1.047	-2.8981E-03
1.048	-2.9073E-03
1.049	-2.9161E-03
1.05	-2.9246E-03
1.051	-2.9329E-03
1.052	-2.9407E-03
1.053	-2.9483E-03
1.054	-2.9555E-03
1.055	-2.9625E-03
1.056	-2.9690E-03
1.057	-2.9753E-03
1.058	-2.9812E-03
1.059	-2.9868E-03
1.06	-2.9920E-03
1.061	-2.9969E-03
1.062	-3.0014E-03
1.063	-3.0056E-03
1.064	-3.0095E-03
1.065	-3.0130E-03
1.066	-3.0161E-03
1.067	-3.0189E-03
1.068	-3.0213E-03
1.069	-3.0234E-03
1.07	-3.0251E-03
1.071	-3.0265E-03
1.072	-3.0275E-03
1.073	-3.0281E-03
1.074	-3.0283E-03
1.075	-3.0282E-03
1.076	-3.0278E-03
1.077	-3.0269E-03
1.078	-3.0257E-03
1.079	-3.0241E-03
1.08	-3.0222E-03
1.081	-3.0199E-03
1.082	-3.0172E-03
1.083	-3.0141E-03
1.084	-3.0106E-03
1.085	-3.0068E-03
1.086	-3.0026E-03
1.087	-2.9980E-03
1.088	-2.9931E-03
1.089	-2.9877E-03
1.09	-2.9820E-03
1.091	-2.9759E-03
1.092	-2.9695E-03
1.093	-2.9626E-03
1.094	-2.9554E-03
1.095	-2.9478E-03
1.096	-2.9398E-03
1.097	-2.9314E-03
1.098	-2.9227E-03
1.099	-2.9135E-03
1.1	-2.9040E-03
1.101	-2.8942E-03
1.102	-2.8839E-03
1.103	-2.8733E-03
1.104	-2.8623E-03
1.105	-2.8509E-03
1.106	-2.8391E-03
1.107	-2.8270E-03
1.108	-2.8145E-03
1.109	-2.8016E-03
1.11	-2.7883E-03
1.111	-2.7747E-03
1.112	-2.7607E-03
1.113	-2.7463E-03
1.114	-2.7316E-03
1.115	-2.7165E-03
1.116	-2.7010E-03
1.117	-2.6852E-03
1.118	-2.6690E-03
1.119	-2.6524E-03
1.12	-2.6355E-03
1.121	-2.6182E-03
1.122	-2.6006E-03
1.123	-2.5826E-03
1.124	-2.5642E-03
1.125	-2.5455E-03
1.126	-2.5265E-03
1.127	-2.5071E-03
1.128	-2.4874E-03
1.129	-2.4673E-03
1.13	-2.4468E-03
1.131	-2.4261E-03
1.132	-2.4050E-03
1.133	-2.3835E-03
1.134	-2.3617E-03
1.135	-2.3396E-03
1.136	-2.3172E-03
1.137	-2.2944E-03
1.138	-2.2713E-03
1.139	-2.2479E-03
1.14	-2.2242E-03
1.141	-2.2001E-03
1.142	-2.1758E-03
1.143	-2.1511E-03
1.144	-2.1261E-03
1.145	-2.1008E-03
1.146	-2.0752E-03
1.147	-2.0493E-03
1.148	-2.0232E-03
1.149	-1.9967E-03
1.15	-1.9699E-03
1.151	-1.9428E-03
1.152	-1.9155E-03
1.153	-1.8879E-03
1.154	-1.8599E-03
1.155	-1.8318E-03
1.156	-1.8033E-03
1.157	-1.7746E-03
1.158	-1.7456E-03
1.159	-1.7163E-03
1.16	-1.6868E-03
1.161	-1.6570E-03
1.162	-1.6270E-03
1.163	-1.5968E-03
1.164	-1.5662E-03
1.165	-1.5355E-03
1.166	-1.5045E-03
1.167	-1.4733E-03
1.168	-1.4418E-03
1.169	-1.4101E-03
1.17	-1.3782E-03
1.171	-1.3461E-03
1.172	-1.3138E-03
1.173	-1.2812E-03
1.174	-1.2485E-03
1.175	-1.2155E-03
1.176	-1.1823E-03
1.177	-1.1490E-03
1.178	-1.1154E-03
1.179	-1.0817E-03
1.18	-1.0478E-03
1.181	-1.0137E-03
1.182	-9.7943E-04
1.183	-9.4499E-04
1.184	-9.1039E-04
1.185	-8.7562E-04
1.186	-8.4070E-04
1.187	-8.0562E-04
1.188	-7.7040E-04
1.189	-7.3503E-04
1.19	-6.9952E-04
1.191	-6.6388E-04
1.192	-6.2811E-04
1.193	-5.9220E-04
1.194	-5.5618E-04
1.195	-5.2004E-04
1.196	-4.8378E-04
1.197	-4.4741E-04
1.198	-4.1095E-04
1.199	-3.7438E-04
1.2	-3.3771E-04
1.201	-3.0096E-04
1.202	-2.6411E-04
1.203	-2.2719E-04
1.204	-1.9019E-04
1.205	-1.5312E-04
1.206	-1.1598E-04
1.207	-7.8770E-05
1.208	-4.1510E-05
1.209	-4.1900E-06
1.21	3.3170E-05
1.211	7.0580E-05
1.212	1.0803E-04
1.213	1.4552E-04
1.214	1.8303E-04
1.215	2.2057E-04
1.216	2.5813E-04
1.217	2.9571E-04
1.218	3.3330E-04
1.219	3.7090E-04
1.22	4.0850E-04
1.221	4.4609E-04
1.222	4.8368E-04
1.223	5.2126E-04
1.224	5.5882E-04
1.225	5.9636E-04
1.226	6.3387E-04
1.227	6.7135E-04
1.228	7.0880E-04
1.229	7.4620E-04
1.23	7.8356E-04
1.231	8.2087E-04
1.232	8.5813E-04
1.233	8.9532E-04
1.234	9.3245E-04
1.235	9.6952E-04
1.236	1.0065E-03
1.237	1.0434E-03
1.238	1.0803E-03
1.239	1.1170E-03
1.24	1.1536E-03
1.241	1.1902E-03
1.242	1.2267E-03
1.243	1.2630E-03
1.244	1.2992E-03
1.245	1.3354E-03
1.246	1.3714E-03
